0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0	
0.560665	0.840376	3.52046	3.66193	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686	
1.19967	0.532792	8.78871	0.811595	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996	
1.29583	0.688634	3.84683	3.45708	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781	
1.56132	0.752574	3.81628	3.32839	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597	
1.73124	0.926862	3.96296	3.36243	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323	
2.04076	0.913976	4.34581	2.74506	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932	
2.22487	1.04067	4.28697	2.75189	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389	
2.55476	0.950114	4.74294	1.93104	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654	
2.79694	1.04574	4.78259	1.93204	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668	
3.08551	0.931241	5.02466	1.2671	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415	
3.34186	0.995147	5.02396	1.26356	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818	
3.73546	0.709796	5.40202	0.207175	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576	
4.02018	0.716933	5.45434	0.197466	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724	
4.30721	0.662862	5.487	0.0179063	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614	
4.56546	0.667368	5.33541	0.0158074	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238	
4.73042	0.791591	5.16579	0.355004	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587	
4.97947	0.807987	5.01699	0.333561	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649	
5.28942	0.738196	5.12133	0.102441	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413	
5.54993	0.742476	5.26597	0.113705	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868	
5.85051	0.724091	5.33126	0.0489276	6.022	0.708619	5.78828	0.728072	5.15932	0.372999	
6.08304	0.725224	5.11285	0.0329619	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793	
6.3324	0.817922	5.09734	0.271183	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233	
6.58405	0.831133	5.0584	0.266867	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305	
6.83164	0.792659	5.05272	0.131965	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999	
7.07056	0.799087	4.87538	0.117956	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269	
7.28097	0.872062	4.81106	0.29642	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123	
7.5802	0.894033	5.15696	0.336143	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531	
7.8378	0.83329	5.16286	0.133178	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469	
8.08643	0.840437	4.98654	0.120359	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915	
8.32151	0.846175	4.96085	0.121022	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843	
8.60336	0.853971	5.26579	0.145213	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226	
8.84239	0.94091	5.21684	0.356495	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037	
9.13645	0.962752	5.26825	0.362967	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245	
9.37462	1.01238	5.2202	0.448005	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082	
9.66111	1.0379	5.28489	0.455617	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873	
9.93585	1.21546	5.29098	0.86004	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794	
10.1864	1.25509	5.04806	0.824529	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841	
10.4032	1.36812	4.97561	1.01656	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701	
10.6363	1.41531	4.75017	0.981145	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298	
10.8506	1.46392	4.70807	0.982992	10.7313	1.45265	10.853	1.56549	4.90794	1.39701	
11.1204	1.51874	4.89478	1.01129	11.4783	1.42876	11.0979	1.637	4.8844	1.46213	
11.4003	1.58057	4.95752	1.03608	11.587	1.61462	11.3416	1.71179	4.85948	1.52832	
11.6306	1.62954	4.85888	1.02107	11.4763	1.53917	11.584	1.78992	4.83313	1.59551	
11.8556	1.71044	4.82232	1.10128	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366	
12.1199	1.76966	4.99455	1.12922	12.136	2.14937	12.0647	1.95639	4.77598	1.73273	
12.3633	1.81046	4.98514	1.08915	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265	
12.6218	1.8666	5.08943	1.10584	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338	
12.8197	2.03529	4.97136	1.40873	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485	
13.0955	2.11147	5.13546	1.43981	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701	
13.2994	2.28451	5.02396	1.71005	13.0875	2.40708	13.2388	2.43409	4.605	2.08981	
13.4839	2.3542	4.63894	1.6289	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317	
13.7282	2.50727	4.64979	1.81345	13.836	2.62479	13.6955	2.65053	4.52448	2.23703	
13.9514	2.59568	4.59811	1.80206	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134	
14.1749	2.788	4.56821	2.06846	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601	
14.4278	2.89842	4.7407	2.11023	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099	
14.6348	2.97472	4.69097	2.03934	14.4616	2.90734	14.583	3.12802	4.34097	2.5362	
14.8781	3.07909	4.76304	2.05642	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157	
15.0845	3.31687	4.67816	2.41111	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703	
15.3045	3.43178	4.48934	2.35971	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249	
15.5131	3.66193	4.43645	2.65224	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789	
15.7232	3.79065	4.36153	2.63043	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315	
15.9431	3.9515	4.35828	2.70567	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817	
16.1438	4.07969	4.14575	2.64197	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629	
16.3337	4.3055	4.09113	2.88629	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723	
16.5483	4.45274	4.11456	2.8934	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109	
16.7225	4.6369	4.04587	3.00089	16.6039	4.67344	16.613	4.5849	3.74	3.28438	
16.8865	4.77106	3.68076	2.87917	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704	
17.0374	5.03631	3.58743	3.19645	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897	
17.2092	5.19286	3.52822	3.17511	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008	
17.3622	5.39105	3.47353	3.28068	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028	
17.5187	5.54791	3.35642	3.23725	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949	
17.7109	5.66956	3.41389	3.12954	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762	
17.8679	5.81962	3.25866	3.07169	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458	
18.0338	6.04212	3.24453	3.24629	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027	
18.1991	6.2052	3.23361	3.24168	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462	
18.3108	6.49173	3.1022	3.56883	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753	
18.4556	6.66443	2.99161	3.52167	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289	
18.5997	6.81485	2.98903	3.45813	18.5422	6.76013	18.572	6.80638	2.7356	4.08867	
18.76	6.99243	3.04312	3.48076	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672	
18.9554	7.15365	3.12985	3.43791	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299	
19.0602	7.30235	2.8142	3.30345	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737	
19.1303	7.6354	2.62561	3.74368	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098	
19.2585	7.82085	2.60087	3.73197	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017	
19.3274	8.07548	2.46024	3.91823	19.132	8.12845	19.3028	8.08329	2.12266	4.40842	
19.433	8.26379	2.42852	3.90353	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445	
19.5267	8.42128	2.38779	3.817	19.347	8.30741	19.5042	8.5289	1.90381	4.49819	
19.6273	8.60154	2.23747	3.74243	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956	
19.7833	8.80174	2.31875	3.76286	20.0039	8.8906	19.6835	8.983	1.67841	4.57848	
19.8759	8.97651	2.12553	3.6649	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488	
19.9895	9.25337	2.10656	3.89523	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869	
20.0555	9.4252	1.8354	3.75104	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984	
20.1205	9.71993	1.74389	4.02372	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826	
20.2051	9.92015	1.75272	4.02901	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389	
20.2314	10.26	1.57976	4.38753	20.166	10.4687	20.0818	10.3863	0.968259	4.75666	
20.2664	10.4503	1.29281	4.21629	19.6775	10.803	20.1271	10.6247	0.845742	4.77652	
20.3037	10.7824	1.19143	4.52093	20.371	11.0109	20.1663	10.864	0.722256	4.7934	
20.3506	10.9997	1.11095	4.4706	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727	
20.3734	11.277	1.0237	4.61138	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807	
20.3533	11.4567	0.555776	4.30834	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575	
20.4038	11.7416	0.573222	4.46888	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027	
20.4296	11.9659	0.657675	4.52738	19.966	11.9688	20.2687	12.0692	0.093487	4.83159	
20.3981	12.3126	0.47693	4.83742	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968	
20.3671	12.5097	0.0728619	4.54851	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451	
20.3827	12.7759	0.0807816	4.63706	20.498	12.8924	20.254	12.7933	-0.28939	4.81605	
20.3719	12.994	-0.0733234	4.52326	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428	
20.3332	13.2227	-0.146567	4.54097	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918	
