0.862916	0.534212	4.89281	0	0	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686	0
0.933349	0.15988	5.86091	1.44958	0.183711	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781	5.73279
1.54485	0.593602	6.71925	0.855894	-0.0544908	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323	1.43612
2.07233	0.614267	6.27255	0.918119	-0.263515	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389	5.98925
2.71243	0.812524	5.38846	0.4532	-1.85967	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668	17.1895
3.34116	0.694622	5.07828	-0.131782	-3.04725	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818	12.8305
3.86205	0.696944	5.43555	-0.214478	-2.41312	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724	6.52061
4.42203	0.61879	5.54593	-0.351566	-2.15069	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238	2.46996
4.97306	0.508117	5.53421	-0.458243	-1.91405	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649	2.98378
5.48569	0.457981	5.54868	-0.446034	-1.5092	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868	11.7271
5.98346	0.271558	5.56049	-0.531434	-1.39104	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793	1.75185
6.51797	0.304349	5.35946	-0.470055	-1.07029	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305	14.0528
7.03367	0.244939	5.21859	-0.471431	-0.917053	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269	5.84394
7.63339	0.264907	5.34417	-0.403066	-0.676427	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531	18.1904
8.15907	0.307332	5.13703	-0.35287	-0.526729	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915	8.52675
8.69986	0.51946	5.15637	-0.217806	-0.280362	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226	23.7391
9.29421	0.601985	5.20038	-0.156366	-0.172657	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245	9.75887
9.85881	0.792565	5.19359	-0.0583746	-0.038056	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873	9.40207
10.3738	1.03665	4.99232	0.046757	0.082621	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841	7.64007
10.8465	1.25114	4.8019	0.130913	0.166155	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298	3.77341
11.3575	1.33088	4.94882	0.149928	0.166257	11.4783	1.42876	11.0979	1.637	4.8844	1.46213	1.14341
11.8042	1.44826	4.90391	0.183787	0.186141	11.4763	1.53917	11.584	1.78992	4.83313	1.59551	1.42138
12.2885	1.69247	5.06109	0.257579	0.241157	12.136	2.14937	12.0647	1.95639	4.77598	1.73273	3.39752
12.7753	1.80544	5.16669	0.270207	0.226894	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338	1.37275
13.2755	2.12396	5.33266	0.353541	0.28331	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701	3.30442
13.6023	2.59336	5.09268	0.505147	0.41788	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317	14.2164
14.026	2.82199	5.0845	0.538389	0.409396	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134	0.567226
14.5107	3.00372	5.23163	0.531937	0.35118	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099	1.88921
14.9258	3.44191	5.39208	0.61709	0.389677	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157	2.67334
15.3248	3.8683	5.36871	0.699314	0.436459	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249	0.933879
15.7611	4.02744	5.26873	0.680603	0.380967	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315	2.37873
16.1619	4.33493	5.15855	0.717945	0.390783	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629	0.969009
16.5852	4.62081	5.18792	0.729275	0.360444	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109	0.578031
16.9016	5.02313	5.00322	0.806785	0.421086	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704	3.06915
17.2789	5.22259	4.88831	0.800069	0.381442	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008	1.58334
17.6406	5.39912	4.72594	0.791995	0.348452	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949	2.18619
17.9298	5.81413	4.70469	0.856862	0.381555	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458	0.636586
18.2037	6.30227	4.83395	0.925013	0.399379	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462	1.14354
18.4578	6.76654	4.87578	0.988121	0.419454	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289	0.270278
18.7522	7.16261	4.94553	1.00559	0.383212	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672	0.698997
18.9287	7.59071	4.84147	1.07465	0.425856	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737	3.09609
19.198	7.93309	4.81622	1.08191	0.389448	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017	0.477249
19.3923	8.33674	4.82534	1.112	0.372505	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445	2.20616
19.6058	8.69822	4.71739	1.14223	0.379291	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956	0.657964
19.7346	9.21288	4.73744	1.21475	0.416134	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488	0.562905
19.8202	9.71086	4.71892	1.29297	0.461064	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984	0.946502
19.8348	10.4185	5.0034	1.37602	0.456043	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389	5.52993
19.8652	10.9233	4.98336	1.44749	0.490799	19.6775	10.803	20.1271	10.6247	0.845742	4.77652	0.943209
19.8524	11.5689	5.15813	1.50904	0.472972	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727	2.43755
19.7048	12.1849	5.19815	1.6358	0.572698	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575	4.78137
19.8328	12.4996	5.01849	1.59592	0.450202	19.966	11.9688	20.2687	12.0692	0.093487	4.83159	4.82137
19.8122	12.915	4.87395	1.6594	0.503317	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451	2.16679
19.9486	13.1795	4.63411	1.66089	0.48035	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428	5.29128
19.9001	13.625	4.63046	1.70258	0.469017	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072	0.175473
19.8985	13.9757	4.49239	1.74287	0.485433	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374	1.31302
19.7886	14.4201	4.49794	1.79743	0.491686	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331	0.154685
19.7773	14.7121	4.3408	1.81776	0.467016	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944	1.59433
19.6116	15.1356	4.27584	1.93396	0.603947	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226	10.5846
19.5405	15.4403	4.16394	1.96995	0.582655	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193	0.782595
19.3628	15.8456	4.1959	2.01056	0.543898	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868	0.812594
19.1863	16.2201	4.19154	2.07035	0.560187	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284	0.684038
18.8398	16.7454	4.4037	2.19007	0.662825	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476	10.1671
18.7181	17.0407	4.23281	2.18054	0.541887	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489	4.8129
18.4614	17.4065	4.25678	2.21639	0.502137	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372	0.812768
18.1893	17.691	4.21908	2.29595	0.560034	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418	1.45118
18.0317	17.9803	4.13296	2.3241	0.537425	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973	6.48069
17.7385	18.2405	4.11577	2.39448	0.569232	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817	0.509807
17.3287	18.6868	4.31278	2.44079	0.547159	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678	5.33086
16.8202	19.1466	4.58322	2.50702	0.562297	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938	5.08035
16.4777	19.2431	4.45648	2.59762	0.614068	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364	8.51029
16.1676	19.4315	4.31684	2.62704	0.551538	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141	2.07994
15.5373	19.914	4.66935	2.65964	0.508691	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347	9.53995
15.0736	20.1073	4.69816	2.72104	0.518949	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068	1.32682
14.49	20.4045	4.89929	2.77547	0.526115	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386	1.93923
13.9804	20.6041	4.97313	2.83383	0.541311	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386	0.47851
13.5519	20.6604	4.93649	2.92061	0.603549	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153	1.73109
13.0826	20.8007	4.93596	2.96883	0.591248	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694	1.98782
12.3929	21.015	5.17916	3.01311	0.575236	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175	2.94469
11.953	21.0505	5.11095	3.07318	0.584153	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778	1.12588
11.4761	21.0172	5.06485	3.14218	0.594107	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281	1.06818
10.9224	20.9658	5.09911	3.2096	0.597345	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565	3.54035
10.2211	21.0502	5.22862	3.22285	0.521535	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604	4.2112
9.73074	21.0276	5.19878	3.26551	0.510648	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463	1.51629
9.22775	21.0078	5.12179	3.28129	0.446797	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189	2.17835
8.88267	20.8928	4.96796	3.3404	0.465654	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362	2.8688
8.703	20.6404	4.65952	3.42967	0.504595	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372	4.93692
8.25624	20.4908	4.70123	3.48685	0.519146	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542	0.181018
7.88373	20.3247	4.71067	3.55365	0.551212	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781	3.33293
7.38926	20.1451	4.7514	3.59585	0.534133	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399	0.486444
6.94739	19.9644	4.73172	3.63349	0.512938	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357	0.524124
6.54616	19.7819	4.70728	3.67346	0.50275	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625	2.48513
5.96698	19.5486	4.93774	3.70803	0.501561	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178	2.58168
5.6554	19.2319	4.84609	3.78028	0.517782	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995	0.741982
5.38996	18.9813	4.61819	3.82654	0.49559	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059	4.12116
4.78433	18.7533	4.87692	3.82284	0.458836	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359	3.04361
4.45606	18.4602	4.75512	3.85877	0.434278	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888	0.933496
3.9418	18.1909	5.05481	3.88631	0.454953	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	7.78114
3.71653	17.8644	4.81514	3.93623	0.436068	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	3.00903
3.19873	17.5558	5.06555	3.9455	0.425969	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	3.09907
2.9872	17.1353	5.05363	4.03965	0.48372	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	1.23091
2.64634	16.7967	4.86853	4.0528	0.430829	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	3.00609
2.15036	16.4214	4.93779	4.03506	0.36634	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	4.66455
1.79448	16.0769	4.90713	4.04327	0.333834	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	0.768506
1.57007	15.6362	4.99617	4.12342	0.39472	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	1.7455
1.15867	15.2681	5.04804	4.11575	0.352488	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	1.62814
0.891639	14.9044	4.92247	4.13305	0.323801	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	2.0582
0.68517	14.437	5.01856	4.20311	0.372295	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	1.71021
0.317083	13.9643	5.29993	4.22391	0.379074	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	2.93734
0.0818242	13.4909	5.36879	4.27266	0.399499	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	0.681284
-0.198409	13.0446	5.26913	4.27812	0.354775	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	1.38027
